time (fs),deltaI
267.1858524,-2.226628992
267.1286514,-3.651252326
267.0714505,-5.181403315
267.0142495,-6.131152205
266.9570485,-7.291956403
266.8998476,-7.661303194
266.8426466,-7.608539366
266.7854456,-6.97537344
266.7282447,-5.814569242
266.6710437,-4.70652887
266.6138427,-3.334669363
266.5566418,-2.437684301
266.4994408,-1.118588621
266.4422398,-0.221603558
266.3850389,0.358798541
266.3278379,0.464326195
266.2706369,0.200507059
266.2134359,-0.116075904
266.156235,-0.854769485
266.099034,-1.382407757
266.041833,-2.490448128
265.9846321,-3.334669363
265.9274311,-4.073362944
265.8702301,-4.759292698
265.8130292,-5.075875661
265.7558282,-5.445222451
265.6986272,-5.709041587
265.6414263,-5.867333069
265.5842253,-5.709041587
265.5270243,-5.65627776
265.4698234,-5.445222451
265.4126224,-4.864820352
265.3554214,-4.284418253
265.2982205,-3.229141709
265.2410195,-2.173865165
265.1838185,-1.013060966
265.1266175,-0.274367386
265.0694166,0.464326195
265.0122156,0.780909158
264.9550146,0.93920064
264.8978137,0.622617677
264.8406127,-0.37989504
264.7834117,-1.646226893
264.7262108,-3.176377882
264.6690098,-4.389945907
264.6118088,-5.603513933
264.5546079,-6.764318131
264.4974069,-7.397484058
264.4402059,-7.503011712
264.383005,-7.080901094
264.325804,-6.183916032
264.268603,-5.128639488
264.211402,-4.126126771
264.1542011,-3.0180864
264.0970001,-2.173865165
264.0397991,-1.540699238
263.9825982,-1.224116275
263.9253972,-1.382407757
263.8681962,-1.857282202
263.8109953,-2.173865165
263.7537943,-2.701503437
263.6965933,-3.229141709
263.6393924,-3.704016154
263.5821914,-4.126126771
263.5249904,-4.389945907
263.4677895,-4.601001216
263.4105885,-4.864820352
263.3533875,-5.392458624
263.2961866,-5.709041587
263.2389856,-5.814569242
263.1817846,-5.761805414
263.1245836,-5.550750106
263.0673827,-5.181403315
263.0101817,-4.653765043
262.9529807,-3.756779981
262.8957798,-2.543211955
262.8385788,-1.435171584
262.7813778,-0.37989504
262.7241769,0.253270886
262.6669759,0.93920064
262.6097749,1.30854743
262.552574,1.414075085
262.495373,0.991964467
262.438172,0.094979405
262.3809711,-0.854769485
262.3237701,-1.857282202
262.2665691,-2.754267264
262.2093682,-3.862307635
262.1521672,-4.653765043
262.0949662,-5.392458624
262.0377652,-5.709041587
261.9805643,-5.28693097
261.9233633,-4.812056525
261.8661623,-4.178890598
261.8089614,-3.598488499
261.7517604,-2.64873961
261.6945594,-1.962809856
261.6373585,-1.487935411
261.5801575,-1.276880102
261.5229565,-1.487935411
261.4657556,-1.69899072
261.4085546,-2.015573683
261.3513536,-2.173865165
261.2941527,-2.64873961
261.2369517,-3.0180864
261.1797507,-3.334669363
261.1225498,-3.809543808
261.0653488,-4.178890598
261.0081478,-4.970348006
260.9509468,-5.867333069
260.8937459,-6.869845786
260.8365449,-7.503011712
260.7793439,-7.92512233
260.722143,-8.136177638
260.664942,-7.872358502
260.607741,-7.186428749
260.5505401,-5.972860723
260.4933391,-4.495473562
260.4361381,-3.0180864
260.3789372,-1.804518374
260.3217362,-1.013060966
260.2645352,-0.168839731
260.2073343,0.147743232
260.1501333,0.147743232
260.0929323,-0.432658867
260.0357314,-1.276880102
259.9785304,-2.173865165
259.9213294,-3.0180864
259.8641284,-3.862307635
259.8069275,-4.70652887
259.7497265,-5.128639488
259.6925255,-5.65627776
259.6353246,-5.445222451
259.5781236,-4.653765043
259.5209226,-3.862307635
259.4637217,-2.754267264
259.4065207,-1.857282202
259.3493197,-0.802005658
259.2921188,0.042215578
259.2349178,0.464326195
259.1777168,0.622617677
259.1205159,0.411562368
259.0633149,0.306034714
259.0061139,-0.063312077
258.948913,-0.221603558
258.891712,-0.74924183
258.834511,-1.224116275
258.77731,-1.646226893
258.7201091,-2.226628992
258.6629081,-2.807031091
258.6057071,-3.862307635
258.5485062,-4.70652887
258.4913052,-5.603513933
258.4341042,-6.02562455
258.3769033,-6.447735168
258.3197023,-6.342207514
258.2625013,-5.814569242
258.2053004,-5.339694797
258.1480994,-3.862307635
258.0908984,-2.595975782
258.0336975,-1.065824794
257.9764965,-0.221603558
257.9192955,0.728145331
257.8620945,1.150255949
257.8048936,1.255783603
257.7476926,1.097492122
257.6904916,0.147743232
257.6332907,-0.802005658
257.5760897,-2.06833751
257.5188887,-3.070850227
257.4616878,-4.284418253
257.4044868,-5.234167142
257.3472858,-5.761805414
257.2900849,-6.078388378
257.2328839,-5.814569242
257.1756829,-5.181403315
257.118482,-4.389945907
257.061281,-3.651252326
257.00408,-2.807031091
256.9468791,-1.962809856
256.8896781,-1.435171584
256.8324771,-1.013060966
256.7752761,-1.013060966
256.7180752,-0.854769485
256.6608742,-0.960297139
256.6036732,-0.907533312
256.5464723,-1.118588621
256.4892713,-1.435171584
256.4320703,-1.751754547
256.3748694,-2.437684301
256.3176684,-2.912558746
256.2604674,-3.809543808
256.2032665,-4.812056525
256.1460655,-5.761805414
256.0888645,-6.394971341
256.0316636,-6.764318131
255.9744626,-6.869845786
255.9172616,-6.658790477
255.8600607,-6.342207514
255.8028597,-5.603513933
255.7456587,-4.495473562
255.6884577,-3.281905536
255.6312568,-2.173865165
255.5740558,-1.32964393
255.5168548,-0.432658867
255.4596539,0.042215578
255.4024529,0.253270886
255.3452519,-0.116075904
255.288051,-1.118588621
255.23085,-2.332156646
255.173649,-3.809543808
255.1164481,-4.970348006
255.0592471,-6.183916032
255.0020461,-7.133664922
254.9448452,-7.714067021
254.8876442,-7.766830848
254.8304432,-7.291956403
254.7732423,-6.817081958
254.7160413,-5.920096896
254.6588403,-5.28693097
254.6016393,-4.33718208
254.5444384,-3.598488499
254.4872374,-2.754267264
254.4300364,-2.279392819
254.3728355,-1.910046029
254.3156345,-1.435171584
254.2584335,-1.224116275
254.2012326,-0.74924183
254.1440316,-0.907533312
254.0868306,-1.171352448
254.0296297,-1.487935411
253.9724287,-2.173865165
253.9152277,-2.807031091
253.8580268,-4.126126771
253.8008258,-5.023111834
253.7436248,-6.131152205
253.6864239,-6.60602665
253.6292229,-7.133664922
253.5720219,-7.397484058
253.5148209,-7.133664922
253.45762,-6.711554304
253.400419,-5.761805414
253.343218,-4.33718208
253.2860171,-2.859794918
253.2288161,-1.69899072
253.1716151,-0.432658867
253.1144142,0.622617677
253.0572132,1.203019776
253.0000122,1.30854743
252.9428113,0.622617677
252.8856103,-0.538186522
252.8284093,-1.910046029
252.7712084,-3.229141709
252.7140074,-4.495473562
252.6568064,-5.603513933
252.5996055,-6.289443686
252.5424045,-6.711554304
252.4852035,-6.60602665
252.4280025,-6.078388378
252.3708016,-5.65627776
252.3136006,-5.075875661
252.2563996,-4.601001216
252.1991987,-3.915071462
252.1419977,-3.334669363
252.0847967,-2.701503437
252.0275958,-2.173865165
251.9703948,-1.382407757
251.9131938,-0.538186522
251.8559929,0.253270886
251.7987919,1.150255949
251.7415909,1.361311258
251.68439,1.466838912
251.627189,1.097492122
251.569988,0.358798541
251.512787,-0.37989504
251.4555861,-1.751754547
251.3983851,-3.070850227
251.3411841,-4.073362944
251.2839832,-4.759292698
251.2267822,-5.234167142
251.1695812,-5.497986278
251.1123803,-5.234167142
251.0551793,-4.864820352
250.9979783,-3.598488499
250.9407774,-2.226628992
250.8835764,-0.74924183
250.8263754,0.358798541
250.7691745,1.572366566
250.7119735,2.311060147
250.6547725,2.733170765
250.5975716,2.574879283
250.5403706,1.519602739
250.4831696,0.411562368
250.4259686,-1.224116275
250.3687677,-2.543211955
250.3115667,-4.126126771
250.2543657,-5.339694797
250.1971648,-6.078388378
250.1399638,-6.658790477
250.0827628,-6.500498995
250.0255619,-6.394971341
249.9683609,-6.078388378
249.9111599,-5.867333069
249.853959,-5.445222451
249.796758,-4.812056525
249.739557,-4.33718208
249.6823561,-3.809543808
249.6251551,-3.492960845
249.5679541,-2.912558746
249.5107532,-2.226628992
249.4535522,-1.435171584
249.3963512,-0.960297139
249.3391502,-0.907533312
249.2819493,-0.802005658
249.2247483,-1.171352448
249.1675473,-1.69899072
249.1103464,-2.807031091
249.0531454,-4.33718208
248.9959444,-5.761805414
248.9387435,-7.028137267
248.8815425,-7.766830848
248.8243415,-8.347232947
248.7671406,-8.347232947
248.7099396,-8.136177638
248.6527386,-7.133664922
248.5955377,-5.65627776
248.5383367,-4.073362944
248.4811357,-2.490448128
248.4239348,-1.32964393
248.3667338,0.147743232
248.3095328,1.044728294
248.2523318,1.730658048
248.1951309,1.572366566
248.1379299,0.991964467
248.0807289,0.042215578
248.023528,-0.960297139
247.966327,-1.910046029
247.909126,-3.334669363
247.8519251,-4.442709734
247.7947241,-5.339694797
247.7375231,-5.972860723
247.6803222,-6.131152205
247.6231212,-6.289443686
247.5659202,-6.394971341
247.5087193,-6.183916032
247.4515183,-5.550750106
247.3943173,-5.075875661
247.3371164,-4.653765043
247.2799154,-4.178890598
247.2227144,-3.756779981
247.1655134,-3.070850227
247.1083125,-2.121101338
247.0511115,-1.276880102
246.9939105,-0.74924183
246.9367096,-0.37989504
246.8795086,-0.221603558
246.8223076,-0.432658867
246.7651067,-0.74924183
246.7079057,-2.121101338
246.6507047,-3.651252326
246.5935038,-5.128639488
246.5363028,-6.02562455
246.4791018,-7.028137267
246.4219009,-7.503011712
246.3646999,-7.661303194
246.3074989,-7.186428749
246.250298,-5.972860723
246.193097,-4.548237389
246.135896,-3.176377882
246.078695,-2.06833751
246.0214941,-0.590950349
245.9642931,0.675381504
245.9070921,1.730658048
245.8498912,2.311060147
245.7926902,2.100004838
245.7354892,1.730658048
245.6782883,1.150255949
245.6210873,0.517090022
245.5638863,-0.590950349
245.5066854,-1.646226893
245.4494844,-2.701503437
245.3922834,-3.545724672
245.3350825,-3.862307635
245.2778815,-4.33718208
245.2206805,-4.864820352
245.1634795,-5.234167142
245.1062786,-5.497986278
245.0490776,-5.28693097
244.9918766,-5.128639488
244.9346757,-4.812056525
244.8774747,-4.442709734
244.8202737,-3.545724672
244.7630728,-2.543211955
244.7058718,-1.487935411
244.6486708,-0.854769485
244.5914699,-0.432658867
244.5342689,-0.01054825
244.4770679,0.094979405
244.419867,-0.063312077
244.362666,-0.854769485
244.305465,-2.332156646
244.2482641,-3.598488499
244.1910631,-5.023111834
244.1338621,-6.183916032
244.0766611,-7.34472023
244.0194602,-8.136177638
243.9622592,-8.505524429
243.9050582,-8.241705293
243.8478573,-7.397484058
243.7906563,-6.342207514
243.7334553,-5.128639488
243.6762544,-4.020599117
243.6190534,-2.490448128
243.5618524,-1.382407757
243.5046515,-0.485422694
243.4474505,-0.221603558
243.3902495,-0.221603558
243.3330486,-0.327131213
243.2758476,-0.590950349
243.2186466,-0.907533312
243.1614457,-1.540699238
243.1042447,-2.332156646
243.0470437,-2.754267264
242.9898427,-3.334669363
242.9326418,-3.598488499
242.8754408,-4.231654426
242.8182398,-4.70652887
242.7610389,-5.181403315
242.7038379,-5.28693097
242.6466369,-5.128639488
242.589436,-5.128639488
242.532235,-4.759292698
242.475034,-4.33718208
242.4178331,-3.281905536
242.3606321,-2.279392819
242.3034311,-1.224116275
242.2462302,-0.327131213
242.1890292,0.411562368
242.1318282,1.097492122
242.0746273,1.361311258
242.0174263,1.203019776
241.9602253,-0.01054825
241.9030243,-1.435171584
241.8458234,-2.754267264
241.7886224,-4.126126771
241.7314214,-5.550750106
241.6742205,-7.133664922
241.6170195,-8.030649984
241.5598185,-8.874871219
241.5026176,-8.716579738
241.4454166,-8.136177638
241.3882156,-7.555775539
241.3310147,-6.658790477
241.2738137,-5.603513933
241.2166127,-4.231654426
241.1594118,-3.38743319
241.1022108,-2.490448128
241.0450098,-2.279392819
240.9878089,-2.015573683
240.9306079,-1.804518374
240.8734069,-1.804518374
240.8162059,-1.804518374
240.759005,-2.06833751
240.701804,-2.226628992
240.644603,-2.490448128
240.5874021,-2.437684301
240.5302011,-2.807031091
240.4730001,-3.38743319
240.4157992,-3.862307635
240.3585982,-4.178890598
240.3013972,-4.126126771
240.2441963,-4.178890598
240.1869953,-3.96783529
240.1297943,-3.756779981
240.0725934,-3.229141709
240.0153924,-2.121101338
239.9581914,-0.960297139
239.9009905,-0.01054825
239.8437895,0.622617677
239.7865885,1.572366566
239.7293875,2.152768666
239.6721866,2.416587802
239.6149856,2.100004838
239.5577846,1.097492122
239.5005837,-0.063312077
239.4433827,-1.276880102
239.3861817,-2.226628992
239.3289808,-3.756779981
239.2717798,-4.970348006
239.2145788,-5.972860723
239.1573779,-6.394971341
239.1001769,-6.342207514
239.0429759,-6.447735168
238.985775,-6.078388378
238.928574,-5.761805414
238.871373,-5.023111834
238.814172,-4.178890598
238.7569711,-3.440197018
238.6997701,-2.912558746
238.6425691,-2.64873961
238.5853682,-2.06833751
238.5281672,-1.910046029
238.4709662,-1.540699238
238.4137653,-2.015573683
238.3565643,-2.384920474
238.2993633,-2.543211955
238.2421624,-3.0180864
238.1849614,-3.281905536
238.1277604,-4.231654426
238.0705595,-4.864820352
238.0133585,-5.709041587
237.9561575,-6.078388378
237.8989566,-6.500498995
237.8417556,-6.711554304
237.7845546,-6.764318131
237.7273536,-6.60602665
237.6701527,-5.603513933
237.6129517,-4.389945907
237.5557507,-3.176377882
237.4985498,-2.121101338
237.4413488,-0.907533312
237.3841478,0.358798541
237.3269469,1.097492122
237.2697459,1.466838912
237.2125449,0.780909158
237.155344,-0.221603558
237.098143,-1.118588621
237.040942,-2.06833751
236.9837411,-3.0180864
236.9265401,-4.178890598
236.8693391,-4.970348006
236.8121382,-5.65627776
236.7549372,-5.603513933
236.6977362,-5.65627776
236.6405352,-5.550750106
236.5833343,-5.234167142
236.5261333,-4.759292698
236.4689323,-3.651252326
236.4117314,-3.0180864
236.3545304,-2.173865165
236.2973294,-1.646226893
236.2401285,-1.224116275
236.1829275,-0.696478003
236.1257265,-0.590950349
236.0685256,-0.643714176
236.0113246,-1.382407757
235.9541236,-1.804518374
235.8969227,-2.173865165
235.8397217,-2.437684301
235.7825207,-3.0180864
235.7253198,-3.756779981
235.6681188,-4.548237389
235.6109178,-5.234167142
235.5537168,-5.550750106
235.4965159,-6.131152205
235.4393149,-6.60602665
235.3821139,-6.658790477
235.324913,-6.289443686
235.267712,-5.075875661
235.210511,-3.809543808
235.1533101,-2.384920474
235.0961091,-1.171352448
235.0389081,0.253270886
234.9817072,1.414075085
234.9245062,2.047241011
234.8673052,2.152768666
234.8101043,1.361311258
234.7529033,0.728145331
234.6957023,-0.221603558
234.6385014,-0.960297139
234.5813004,-2.015573683
234.5240994,-3.0180864
234.4668984,-3.545724672
234.4096975,-3.915071462
234.3524965,-3.651252326
234.2952955,-3.704016154
234.2380946,-3.545724672
234.1808936,-3.492960845
234.1236926,-2.807031091
234.0664917,-2.173865165
234.0092907,-1.751754547
233.9520897,-1.171352448
233.8948888,-1.013060966
233.8376878,-0.643714176
233.7804868,-0.327131213
233.7232859,-0.221603558
233.6660849,-0.274367386
233.6088839,-0.802005658
233.551683,-1.171352448
233.494482,-1.646226893
233.437281,-2.121101338
233.38008,-3.070850227
233.3228791,-4.020599117
233.2656781,-5.075875661
233.2084771,-5.867333069
233.1512762,-6.711554304
233.0940752,-7.714067021
233.0368742,-8.452760602
232.9796733,-8.716579738
232.9224723,-8.188941466
232.8652713,-7.34472023
232.8080704,-6.078388378
232.7508694,-5.023111834
232.6936684,-3.915071462
232.6364675,-2.490448128
232.5792665,-1.32964393
232.5220655,-0.590950349
232.4648645,-0.590950349
232.4076636,-0.960297139
232.3504626,-1.435171584
232.2932616,-2.015573683
232.2360607,-2.701503437
232.1788597,-3.651252326
232.1216587,-4.495473562
232.0644578,-5.128639488
232.0072568,-5.392458624
231.9500558,-5.28693097
231.8928549,-5.28693097
231.8356539,-5.128639488
231.7784529,-4.759292698
231.721252,-4.073362944
231.664051,-3.38743319
231.60685,-2.807031091
231.5496491,-2.279392819
231.4924481,-2.06833751
231.4352471,-1.32964393
231.3780461,-0.74924183
231.3208452,-0.221603558
231.2636442,-0.063312077
231.2064432,0.094979405
231.1492423,0.411562368
231.0920413,0.253270886
231.0348403,-0.063312077
230.9776394,-1.013060966
230.9204384,-2.173865165
230.8632374,-3.38743319
230.8060365,-4.389945907
230.7488355,-5.392458624
230.6916345,-6.289443686
230.6344336,-6.764318131
230.5772326,-7.080901094
230.5200316,-6.342207514
230.4628307,-5.709041587
230.4056297,-4.759292698
230.3484287,-4.073362944
230.2912277,-3.123614054
230.2340268,-2.121101338
230.1768258,-1.435171584
230.1196248,-1.013060966
230.0624239,-1.118588621
230.0052229,-1.382407757
229.9480219,-1.804518374
229.890821,-2.226628992
229.83362,-2.965322573
229.776419,-3.96783529
229.7192181,-4.653765043
229.6620171,-5.28693097
229.6048161,-5.234167142
229.5476152,-5.445222451
229.4904142,-5.28693097
229.4332132,-5.128639488
229.3760123,-4.495473562
229.3188113,-3.598488499
229.2616103,-2.859794918
229.2044093,-2.06833751
229.1472084,-1.540699238
229.0900074,-0.643714176
229.0328064,0.306034714
228.9756055,0.991964467
228.9184045,1.677894221
228.8612035,1.836185702
228.8040026,1.994477184
228.7468016,1.941713357
228.6896006,1.625130394
228.6323997,0.728145331
228.5751987,-0.696478003
228.5179977,-2.121101338
228.4607968,-3.492960845
228.4035958,-4.495473562
228.3463948,-5.761805414
228.2891939,-6.447735168
228.2319929,-7.028137267
228.1747919,-6.922609613
228.1175909,-6.131152205
228.06039,-5.497986278
228.003189,-4.601001216
227.945988,-3.915071462
227.8887871,-2.912558746
227.8315861,-2.06833751
227.7743851,-1.435171584
227.7171842,-1.118588621
227.6599832,-1.487935411
227.6027822,-1.646226893
227.5455813,-2.121101338
227.4883803,-2.595975782
227.4311793,-3.545724672
227.3739784,-4.495473562
227.3167774,-5.28693097
227.2595764,-5.867333069
227.2023755,-5.972860723
227.1451745,-6.394971341
227.0879735,-6.553262822
227.0307725,-6.658790477
226.9735716,-6.289443686
226.9163706,-5.709041587
226.8591696,-5.550750106
226.8019687,-5.128639488
226.7447677,-4.812056525
226.6875667,-3.756779981
226.6303658,-2.754267264
226.5731648,-1.487935411
226.5159638,-0.802005658
226.4587629,-0.063312077
226.4015619,0.675381504
226.3443609,0.93920064
226.28716,1.203019776
226.229959,0.411562368
226.172758,-0.274367386
226.115557,-1.435171584
226.0583561,-2.226628992
226.0011551,-3.070850227
225.9439541,-3.96783529
225.8867532,-4.601001216
225.8295522,-4.864820352
225.7723512,-4.073362944
225.7151503,-3.38743319
225.6579493,-2.332156646
225.6007483,-1.487935411
225.5435474,-0.74924183
225.4863464,0.147743232
225.4291454,0.728145331
225.3719445,0.991964467
225.3147435,0.780909158
225.2575425,0.306034714
225.2003416,-0.116075904
225.1431406,-0.538186522
225.0859396,-1.224116275
225.0287386,-2.332156646
224.9715377,-3.334669363
224.9143367,-4.231654426
224.8571357,-4.970348006
224.7999348,-5.497986278
224.7427338,-6.289443686
224.6855328,-6.97537344
224.6283319,-7.450247885
224.5711309,-7.34472023
224.5139299,-7.503011712
224.456729,-7.450247885
224.399528,-7.34472023
224.342327,-7.028137267
224.2851261,-6.183916032
224.2279251,-5.234167142
224.1707241,-4.178890598
224.1135232,-3.38743319
224.0563222,-2.332156646
223.9991212,-1.382407757
223.9419202,-0.485422694
223.8847193,-0.274367386
223.8275183,-0.696478003
223.7703173,-1.593463066
223.7131164,-2.437684301
223.6559154,-3.176377882
223.5987144,-4.126126771
223.5415135,-5.023111834
223.4843125,-5.497986278
223.4271115,-5.709041587
223.3699106,-5.075875661
223.3127096,-4.073362944
223.2555086,-3.0180864
223.1983077,-2.06833751
223.1411067,-0.802005658
223.0839057,0.464326195
223.0267048,1.466838912
222.9695038,2.25829632
222.9123028,2.205532493
222.8551018,2.311060147
222.7979009,2.100004838
222.7406999,1.730658048
222.6834989,1.044728294
222.626298,-0.221603558
222.569097,-1.276880102
222.511896,-2.384920474
222.4546951,-3.070850227
222.3974941,-4.178890598
222.3402931,-5.128639488
222.2830922,-5.814569242
222.2258912,-6.394971341
222.1686902,-6.447735168
222.1114893,-6.658790477
222.0542883,-6.60602665
221.9970873,-6.711554304
221.9398864,-6.131152205
221.8826854,-5.339694797
221.8254844,-4.33718208
221.7682834,-3.492960845
221.7110825,-2.859794918
221.6538815,-1.962809856
221.5966805,-1.382407757
221.5394796,-1.013060966
221.4822786,-1.32964393
221.4250776,-2.121101338
221.3678767,-3.229141709
221.3106757,-4.284418253
221.2534747,-5.181403315
221.1962738,-6.500498995
221.1390728,-7.608539366
221.0818718,-8.29446912
221.0246709,-8.136177638
220.9674699,-7.608539366
220.9102689,-6.764318131
220.853068,-5.814569242
220.795867,-4.70652887
220.738666,-3.123614054
220.681465,-1.435171584
220.6242641,-0.116075904
220.5670631,0.622617677
220.5098621,1.044728294
220.4526612,1.30854743
220.3954602,1.466838912
220.3382592,1.361311258
220.2810583,0.833672986
220.2238573,0.042215578
220.1666563,-0.590950349
220.1094554,-1.118588621
220.0522544,-1.593463066
219.9950534,-2.490448128
219.9378525,-3.334669363
219.8806515,-4.231654426
219.8234505,-4.548237389
219.7662495,-4.917584179
219.7090486,-5.28693097
219.6518476,-5.339694797
219.5946466,-5.181403315
219.5374457,-4.178890598
219.4802447,-3.176377882
219.4230437,-1.962809856
219.3658428,-1.118588621
219.3086418,-0.327131213
219.2514408,0.411562368
219.1942399,0.622617677
219.1370389,0.622617677
219.0798379,-0.485422694
219.022637,-1.646226893
218.965436,-2.965322573
218.908235,-4.073362944
218.8510341,-5.181403315
218.7938331,-6.658790477
218.7366321,-7.661303194
218.6794311,-8.399996774
218.6222302,-8.188941466
218.5650292,-8.030649984
218.5078282,-7.503011712
218.4506273,-7.133664922
218.3934263,-6.131152205
218.3362253,-4.70652887
218.2790244,-3.38743319
218.2218234,-2.173865165
218.1646224,-1.69899072
218.1074215,-1.276880102
218.0502205,-0.854769485
217.9930195,-0.590950349
217.9358186,-0.643714176
217.8786176,-1.118588621
217.8214166,-1.276880102
217.7642157,-1.646226893
217.7070147,-1.487935411
217.6498137,-2.06833751
217.5926127,-2.701503437
217.5354118,-3.809543808
217.4782108,-4.70652887
217.4210098,-5.181403315
217.3638089,-5.920096896
217.3066079,-6.447735168
217.2494069,-6.817081958
217.192206,-6.394971341
217.135005,-5.392458624
217.077804,-4.178890598
217.0206031,-2.912558746
216.9634021,-2.015573683
216.9062011,-0.854769485
216.8490002,0.042215578
216.7917992,0.675381504
216.7345982,0.622617677
216.6773973,-0.168839731
216.6201963,-0.960297139
216.5629953,-1.962809856
216.5057943,-2.965322573
216.4485934,-4.33718208
216.3913924,-5.761805414
216.3341914,-7.028137267
216.2769905,-7.819594675
216.2197895,-8.188941466
216.1625885,-8.399996774
216.1053876,-8.452760602
216.0481866,-8.29446912
215.9909856,-7.503011712
215.9337847,-6.289443686
215.8765837,-4.970348006
215.8193827,-3.96783529
215.7621818,-3.229141709
215.7049808,-2.543211955
215.6477798,-1.804518374
215.5905789,-1.065824794
215.5333779,-0.854769485
215.4761769,-0.854769485
215.4189759,-0.74924183
215.361775,-0.590950349
215.304574,-0.274367386
215.247373,-0.696478003
215.1901721,-1.435171584
215.1329711,-2.384920474
215.0757701,-3.176377882
215.0185692,-3.809543808
214.9613682,-4.548237389
214.9041672,-5.128639488
214.8469663,-5.497986278
214.7897653,-5.075875661
214.7325643,-3.862307635
214.6753634,-2.64873961
214.6181624,-1.435171584
214.5609614,-0.432658867
214.5037605,0.93920064
214.4465595,1.941713357
214.3893585,2.574879283
214.3321575,2.311060147
214.2749566,1.466838912
214.2177556,0.56985385
214.1605546,-0.538186522
214.1033537,-1.593463066
214.0461527,-3.176377882
213.9889517,-4.653765043
213.9317508,-5.920096896
213.8745498,-6.553262822
213.8173488,-7.080901094
213.7601479,-7.608539366
213.7029469,-7.872358502
213.6457459,-7.819594675
213.588545,-7.133664922
213.531344,-6.078388378
213.474143,-5.128639488
213.416942,-4.389945907
213.3597411,-3.756779981
213.3025401,-2.543211955
213.2453391,-1.751754547
213.1881382,-1.013060966
213.1309372,-0.907533312
213.0737362,-0.854769485
213.0165353,-0.643714176
212.9593343,-0.643714176
212.9021333,-0.696478003
212.8449324,-1.487935411
212.7877314,-2.595975782
212.7305304,-3.440197018
212.6733295,-4.020599117
212.6161285,-4.601001216
212.5589275,-5.128639488
212.5017266,-5.28693097
212.4445256,-5.023111834
212.3873246,-3.915071462
212.3301236,-2.543211955
212.2729227,-1.171352448
212.2157217,-0.063312077
212.1585207,1.361311258
212.1013198,2.785934592
212.0441188,3.735683482
211.9869178,4.105030272
211.9297169,3.471864346
211.8725159,2.680406938
211.8153149,1.677894221
211.758114,0.517090022
211.700913,-0.907533312
211.643712,-2.543211955
211.5865111,-4.33718208
211.5293101,-5.709041587
211.4721091,-6.394971341
211.4149082,-7.239192576
211.3577072,-7.819594675
211.3005062,-8.452760602
211.2433052,-8.452760602
211.1861043,-7.977886157
211.1289033,-7.450247885
211.0717023,-7.080901094
211.0145014,-6.817081958
210.9573004,-6.183916032
210.9000994,-5.075875661
210.8428985,-4.178890598
210.7856975,-3.545724672
210.7284965,-3.281905536
210.6712956,-2.912558746
210.6140946,-2.859794918
210.5568936,-2.64873961
210.4996927,-3.229141709
210.4424917,-4.389945907
210.3852907,-5.65627776
210.3280898,-6.60602665
210.2708888,-7.291956403
210.2136878,-8.136177638
210.1564868,-8.66381591
210.0992859,-8.874871219
210.0420849,-8.29446912
209.9848839,-7.133664922
209.927683,-5.814569242
209.870482,-4.548237389
209.813281,-3.38743319
209.7560801,-1.69899072
209.6988791,-0.116075904
209.6416781,1.203019776
209.5844772,1.88894953
209.5272762,1.941713357
209.4700752,1.836185702
209.4128743,1.625130394
209.3556733,1.414075085
209.2984723,0.306034714
209.2412714,-0.907533312
209.1840704,-2.226628992
209.1268694,-3.070850227
209.0696684,-3.756779981
209.0124675,-4.601001216
208.9552665,-5.28693097
208.8980655,-5.920096896
208.8408646,-5.814569242
208.7836636,-5.445222451
208.7264626,-4.864820352
208.6692617,-4.442709734
208.6120607,-3.704016154
208.5548597,-2.595975782
208.4976588,-1.32964393
208.4404578,-0.327131213
208.3832568,0.147743232
208.3260559,0.411562368
208.2688549,0.780909158
208.2116539,0.886436813
208.154453,0.56985385
208.097252,-0.538186522
208.040051,-1.962809856
207.98285,-3.281905536
207.9256491,-4.33718208
207.8684481,-5.075875661
207.8112471,-6.236679859
207.7540462,-6.817081958
207.6968452,-7.186428749
207.6396442,-6.764318131
207.5824433,-6.131152205
207.5252423,-5.234167142
207.4680413,-4.389945907
207.4108404,-3.545724672
207.3536394,-1.962809856
207.2964384,-0.590950349
207.2392375,0.675381504
207.1820365,0.886436813
207.1248355,1.150255949
207.0676345,1.414075085
207.0104336,1.519602739
206.9532326,1.203019776
206.8960316,-0.168839731
206.8388307,-1.224116275
206.7816297,-2.384920474
206.7244287,-2.807031091
206.6672278,-3.598488499
206.6100268,-4.284418253
206.5528258,-4.917584179
206.4956249,-5.075875661
206.4384239,-4.442709734
206.3812229,-3.915071462
206.324022,-3.38743319
206.266821,-3.176377882
206.20962,-2.543211955
206.1524191,-1.540699238
206.0952181,-0.37989504
206.0380171,0.517090022
205.9808161,0.93920064
205.9236152,1.466838912
205.8664142,1.836185702
205.8092132,1.994477184
205.7520123,1.255783603
205.6948113,-0.274367386
205.6376103,-2.226628992
205.5804094,-4.073362944
205.5232084,-5.65627776
205.4660074,-7.34472023
205.4088065,-9.085926528
205.3516055,-10.29949455
205.2944045,-10.66884134
205.2372036,-10.08843924
205.1800026,-9.191454182
205.1228016,-8.241705293
205.0656007,-7.397484058
205.0083997,-6.078388378
204.9511987,-4.601001216
204.8939977,-3.38743319
204.8367968,-2.543211955
204.7795958,-2.384920474
204.7223948,-1.962809856
204.6651939,-1.69899072
204.6079929,-1.540699238
204.5507919,-2.015573683
