time (fs),deltaI
-43.41540637,-28.34472346
-43.47260734,-37.94774001
-43.52980831,-47.33970125
-43.58700928,-56.3623157
-43.64421025,-64.1185983
-43.70141122,-70.7140767
-43.75861218,-76.30704238
-43.81581315,-80.26432942
-43.87301412,-83.16633992
-43.93021509,-84.16885263
-43.98741606,-83.74674202
-44.04461703,-81.74171658
-44.101818,-78.57588695
-44.15901896,-74.35478077
-44.21621993,-69.07839805
-44.2734209,-62.58844731
-44.33062187,-55.14874767
-44.38782284,-47.49799273
-44.44502381,-39.477891
-44.50222477,-31.56331692
-44.55942574,-23.54321518
-44.61662671,-15.73416876
-44.67382768,-8.241705293
-44.73102865,-1.224116275
-44.78822962,5.26583447
-44.84543059,12.07236818
-44.90263155,18.66784658
-44.95983252,24.99950584
-45.01703349,30.48694387
-45.07423446,35.60503511
-45.13143543,40.08996042
-45.1886364,44.36383043
-45.24583736,47.84624302
-45.30303833,49.95679611
-45.3602393,51.22312796
-45.41744027,51.4869471
-45.47464124,51.06483648
-45.53184221,49.48192166
-45.58904318,46.632675
-45.64624414,42.67538796
-45.70344511,38.03217116
-45.76064608,32.80855227
-45.81784705,26.74071214
-45.87504802,19.77588695
-45.93224899,11.86131287
-45.98944995,3.366336691
-46.04665092,-5.023111834
-46.10385189,-13.14874122
-46.16105286,-21.0633153
-46.21825383,-28.60854259
-46.2754548,-35.36231247
-46.33265577,-41.32462495
-46.38985673,-46.23166088
-46.4470577,-50.13618409
-46.50425867,-53.4603052
-46.56145964,-55.94020508
-46.61866061,-57.20653693
-46.67586158,-57.36482842
-46.73306254,-56.88995397
-46.79026351,-55.88744125
-46.84746448,-54.14623496
-46.90466545,-51.61357125
-46.96186642,-48.07839483
-47.01906739,-43.91005248
-47.07626836,-39.477891
-47.13346932,-34.72914655
-47.19067029,-29.50552765
-47.24787126,-23.64874284
-47.30507223,-17.26431974
-47.3622732,-10.93266048
-47.41947417,-4.759292698
-47.47667513,1.572366566
-47.5338761,8.009553485
-47.59107707,14.39397658
-47.64827804,20.30352522
-47.70547901,25.84372708
-47.76267998,30.75076301
-47.81988095,35.55227128
-47.87708191,40.19548808
-47.93428288,44.15277512
-47.99148385,47.00202179
-48.04868482,48.84875574
-48.10588579,50.16785142
-48.16308676,50.37890673
-48.22028772,49.85126845
-48.27748869,47.84624302
-48.33468966,44.68041339
-48.39189063,40.72312635
-48.4490916,36.34372869
-48.50629257,31.48945659
-48.56349354,25.89649091
-48.6206945,20.09246991
-48.67789547,13.91910213
-48.73509644,8.273372621
-48.79229741,2.785934592
-48.84949838,-2.490448128
-48.90669935,-7.766830848
-48.96390032,-12.83215826
-49.02110128,-16.94773678
-49.07830225,-20.43014938
-49.13550322,-23.64874284
-49.19270419,-26.70904481
-49.24990516,-29.45276383
-49.30710613,-31.24673395
-49.36430709,-32.3020105
-49.42150806,-32.61859346
-49.47870903,-32.77688494
-49.53591,-32.14371901
-49.59311097,-31.08844247
-49.65031194,-29.13618086
-49.70751291,-26.86733629
-49.76471387,-24.70401938
-49.82191484,-22.11859185
-49.87911581,-19.42763666
-49.93631678,-15.99798789
-49.99351775,-12.14622851
-50.05071872,-7.872358502
-50.10791968,-3.862307635
-50.16512065,0.622617677
-50.22232162,5.371362125
-50.27952259,10.1728704
-50.33672356,15.07990633
-50.39392453,19.14272102
-50.4511255,23.3638272
-50.50832646,27.16282276
-50.56552743,30.75076301
-50.6227284,33.81106499
-50.67992937,35.86885425
-50.73713034,37.08242227
-50.79433131,37.55729672
-50.85153227,37.45176906
-50.90873324,36.18543721
-50.96593421,34.18041178
-51.02313518,31.33116511
-51.08033615,28.27086313
-51.13753712,24.78845053
-51.19473809,20.98945498
-51.25193905,17.08493176
-51.30914002,12.86382559
-51.36634099,8.748247066
-51.42354196,4.579904717
-51.48074293,0.675381504
-51.5379439,-2.912558746
-51.59514486,-6.658790477
-51.65234583,-9.98291159
-51.7095468,-13.20150505
-51.76674777,-15.89246024
-51.82394874,-18.63617925
-51.88114971,-21.27437061
-51.93835068,-24.01808963
-51.99555164,-26.2869342
-52.05275261,-28.45025111
-52.10995358,-30.66633185
-52.16715455,-32.56582963
-52.22435552,-33.93768914
-52.28155649,-34.57085507
-52.33875745,-34.41256358
-52.39595842,-33.77939766
-52.45315939,-32.61859346
-52.51036036,-30.71909568
-52.56756133,-27.86984901
-52.6247623,-24.5457279
-52.68196327,-20.53567703
-52.73916423,-16.31457085
-52.7963652,-11.82964554
-52.85356617,-7.028137267
-52.91076714,-2.06833751
-52.96796811,2.62764311
-53.02516908,7.112568422
-53.08237004,11.06985546
-53.13957101,14.86885102
-53.19677198,18.24573596
-53.25397295,21.09498263
-53.31117392,23.31106337
-53.36837489,24.68292288
-53.42557586,25.6854356
-53.48277682,26.31860152
-53.53997779,26.79347597
-53.59717876,26.63518449
-53.65437973,26.10754621
-53.7115807,25.15779732
-53.76878167,24.31357609
-53.82598263,23.52211868
-53.8831836,21.78091238
-53.94038457,19.61759547
-53.99758554,16.50452966
-54.05478651,13.49699151
-54.11198748,10.01457892
-54.16918845,6.21558336
-54.22638941,1.941713357
-54.28359038,-2.754267264
-54.34079135,-7.34472023
-54.39799232,-11.9351732
-54.45519329,-16.42009851
-54.51239426,-21.11607913
-54.56959522,-25.75929592
-54.62679619,-30.24422124
-54.68399716,-34.20150828
-54.74119813,-37.47286556
-54.7983991,-40.48040371
-54.85560007,-42.85477594
-54.91280104,-44.9125652
-54.970002,-45.75678643
-55.02720297,-45.80955026
-55.08440394,-45.33467581
-55.14160491,-44.43769075
-55.19880588,-43.22412273
-55.25600685,-41.11356964
-55.31320782,-38.58090593
-55.37040878,-35.52060396
-55.42760975,-32.46030198
-55.48481072,-29.34723617
-55.54201169,-25.9175874
-55.59921266,-22.2241195
-55.65641363,-18.58341542
-55.71361459,-14.94271135
-55.77081556,-11.56582641
-55.82801653,-7.819594675
-55.8852175,-3.651252326
-55.94241847,0.56985385
-55.99961944,4.89648768
-56.05682041,9.22312151
-56.11402137,13.18040855
-56.17122234,17.19045942
-56.22842331,20.98945498
-56.28562428,23.78593782
-56.34282525,25.94925473
-56.40002622,27.26835041
-56.45722718,28.05980782
-56.51442815,28.32362696
-56.57162912,28.16533548
-56.62883009,27.16282276
-56.68603106,25.57990794
-56.74323203,23.73317399
-56.800433,21.51709325
-56.85763396,18.82613806
-56.91483493,15.34372547
-56.9720359,11.59749373
-57.02923687,7.481915213
-57.08643784,3.524628173
-57.14363881,-0.696478003
-57.20083977,-4.970348006
-57.25804074,-9.24421801
-57.31524171,-13.3070327
-57.37244268,-16.52562616
-57.42964365,-19.6914558
-57.48684462,-22.17135567
-57.54404559,-24.65125555
-57.60124655,-26.39246185
-57.65844752,-27.71155753
-57.71564849,-28.55577876
-57.77284946,-29.13618086
-57.83005043,-29.82211062
-57.8872514,-30.19145741
-57.94445236,-30.45527654
-58.00165333,-29.76934679
-58.0588543,-29.08341704
-58.11605527,-27.86984901
-58.17325624,-26.12864271
-58.23045721,-23.91256197
-58.28765818,-20.69396851
-58.34485914,-16.94773678
-58.40206011,-12.67386678
-58.45926108,-7.92512233
-58.51646205,-2.754267264
-58.57366302,2.785934592
-58.63086399,8.431664102
-58.68806495,13.70804682
-58.74526592,18.19297213
-58.80246689,22.57236979
-58.85966786,26.37136535
-58.91686883,29.80101412
-58.9740698,32.06985869
-59.03127077,33.75830116
-59.08847173,34.54975857
-59.1456727,35.13016067
-59.20287367,35.28845215
-59.26007464,34.8135777
-59.31727561,34.07488412
-59.37447658,32.43920548
-59.43167754,30.85629066
-59.48887851,29.00955671
-59.54607948,27.16282276
-59.60328045,24.68292288
-59.66048142,21.72814856
-59.71768239,18.98442954
-59.77488336,16.24071053
-59.83208432,13.49699151
-59.88928529,10.27839805
-59.94648626,6.743221632
-60.00368723,3.20804521
-60.0608882,0.042215578
-60.11808917,-3.38743319
-60.17529013,-7.239192576
-60.2324911,-11.09095196
-60.28969207,-15.048239
-60.34689304,-18.68894308
-60.40409401,-22.17135567
-60.46129498,-25.38994913
-60.51849595,-28.71407025
-60.57569691,-31.61608074
-60.63289788,-33.46281469
-60.69009885,-34.30703593
-60.74729982,-33.99045297
-60.80450079,-32.93517642
-60.86170176,-31.19397012
-60.91890272,-28.34472346
-60.97610369,-24.5457279
-61.03330466,-20.32462172
-61.09050563,-15.99798789
-61.1477066,-11.51306258
-61.20490757,-7.133664922
-61.26210854,-2.543211955
-61.3193095,1.783421875
-61.37651047,5.529653606
-61.43371144,8.695483238
-61.49091241,11.70302139
-61.54811338,14.60503188
-61.60531435,17.24322324
-61.66251532,19.19548485
-61.71971628,20.77839967
-61.77691725,22.04473152
-61.83411822,23.20553572
-61.89131919,23.99699313
-61.94852016,24.41910374
-62.00572113,24.10252078
-62.06292209,23.73317399
-62.12012306,23.20553572
-62.17732403,22.62513362
-62.234525,21.88644004
-62.29172597,20.67287201
-62.34892694,19.03719337
-62.40612791,17.3487509
-62.46332887,15.50201695
-62.52052984,13.23317238
-62.57773081,10.06734275
-62.63493178,6.057291878
-62.69213275,1.625130394
-62.74933372,-3.229141709
-62.80653468,-8.399996774
-62.86373565,-13.83467098
-62.92093662,-19.322109
-62.97813759,-24.33467259
-63.03533856,-28.45025111
-63.09253953,-31.87989988
-63.1497405,-34.57085507
-63.20694146,-36.73417198
-63.26414243,-38.05326766
-63.3213434,-38.47537828
-63.37854437,-38.15879532
-63.43574534,-37.31457408
-63.49294631,-36.36482519
-63.55014727,-34.8346742
-63.60734824,-32.5130658
-63.66454921,-29.9804021
-63.72175018,-27.02562778
-63.77895115,-24.22914493
-63.83615212,-21.53818975
-63.89335309,-18.79447073
-63.95055405,-15.73416876
-64.00775502,-12.93768591
-64.06495599,-10.40502221
-64.12215696,-8.188941466
-64.17935793,-5.867333069
-64.2365589,-3.176377882
-64.29375986,-0.696478003
-64.35096083,1.466838912
-64.4081618,3.682919654
-64.46536277,5.740708915
-64.52256374,8.326136448
-64.57976471,10.91156398
-64.63696568,13.54975534
-64.69416664,15.50201695
-64.75136761,17.55980621
-64.80856858,19.45930399
-64.86576955,21.09498263
-64.92297052,21.99196769
-64.98017149,21.83367621
-65.03737245,20.98945498
-65.09457342,19.14272102
-65.15177439,16.82111263
-65.20897536,13.54975534
-65.26617633,9.539704474
-65.3233773,5.318598298
-65.38057827,1.466838912
-65.43777923,-2.226628992
-65.4949802,-5.603513933
-65.55218117,-8.769343565
-65.60938214,-11.82964554
-65.66658311,-14.20401777
-65.72378408,-16.36733468
-65.78098504,-18.10854098
-65.83818601,-19.9025111
-65.89538698,-21.59095357
-65.95258795,-22.69899395
-66.00978892,-23.3849237
-66.06698989,-23.49045135
-66.12419086,-23.85979814
-66.18139182,-24.12361728
-66.23859279,-24.38743642
-66.29579376,-24.5457279
-66.35299473,-24.49296407
-66.4101957,-24.91507469
-66.46739667,-24.96783852
-66.52459763,-24.86231086
-66.5817986,-23.75427049
-66.63899957,-22.17135567
-66.69620054,-20.06080259
-66.75340151,-17.68643036
-66.81060248,-15.048239
-66.86780345,-11.77688172
-66.92500441,-8.241705293
-66.98220538,-4.284418253
-67.03940635,-0.485422694
-67.09660732,3.577392
-67.15380829,7.798498176
-67.21100926,12.17789583
-67.26821022,16.45176584
-67.32541119,19.82865078
-67.38261216,22.57236979
-67.43981313,24.47186757
-67.4970141,25.79096325
-67.55421507,26.10754621
-67.61141604,25.42161646
-67.668617,23.9442293
-67.72581797,21.99196769
-67.78301894,20.19799757
-67.84021991,18.24573596
-67.89742088,16.24071053
-67.95462185,13.70804682
-68.01182282,11.3336746
-68.06902378,9.328649165
-68.12622475,7.323623731
-68.18342572,5.213070643
-68.24062669,2.838698419
-68.29782766,0.675381504
-68.35502863,-1.118588621
-68.41222959,-2.64873961
-68.46943056,-4.284418253
-68.52663153,-5.920096896
-68.5838325,-7.766830848
-68.64103347,-9.402509491
-68.69823444,-10.774369
-68.75543541,-12.62110295
-68.81263637,-14.73165604
-68.86983734,-16.84220913
-68.92703831,-19.05828987
-68.98423928,-20.90502382
-69.04144025,-22.43517481
-69.09864122,-23.9653258
-69.15584218,-25.38994913
-69.21304315,-25.9175874
-69.27024412,-25.49547679
-69.32744509,-23.9653258
-69.38464606,-22.01306419
-69.44184703,-19.48040049
-69.499048,-16.31457085
-69.55624896,-12.35728381
-69.61344993,-8.030649984
-69.6706509,-3.96783529
-69.72785187,-0.327131213
-69.78505284,3.155281382
-69.84225381,6.479402496
-69.89945477,9.486940646
-69.95665574,12.01960435
-70.01385671,13.655283
-70.07105768,14.86885102
-70.12825865,15.92412756
-70.18545962,17.13769559
-70.24266059,17.77086152
-70.29986155,18.19297213
-70.35706252,18.35126362
-70.41426349,18.5095551
-70.47146446,18.82613806
-70.52866543,19.14272102
-70.5858664,18.82613806
-70.64306736,18.40402744
-70.70026833,18.08744448
-70.7574693,17.82362534
-70.81467027,17.40151473
-70.87187124,16.66282115
-70.92907221,15.13267016
-70.98627318,13.44422769
-71.04347414,11.75578522
-71.10067511,9.856287437
-71.15787608,7.323623731
-71.21507705,4.157794099
-71.27227802,0.622617677
-71.32947899,-2.754267264
-71.38667995,-6.183916032
-71.44388092,-9.930147763
-71.50108189,-13.67637949
-71.55828286,-17.42261123
-71.61548383,-20.11356641
-71.6726848,-22.11859185
-71.72988577,-23.43768753
-71.78708673,-24.17638111
-71.8442877,-24.59849172
-71.90148867,-24.12361728
-71.95868964,-22.91004925
-72.01589061,-21.22160678
-72.07309158,-19.74421962
-72.13029254,-18.05577715
-72.18749351,-16.26180703
-72.24469448,-13.8874348
-72.30189545,-11.61859023
-72.35909642,-9.771856282
-72.41629739,-8.29446912
-72.47349836,-6.60602665
-72.53069932,-4.864820352
-72.58790029,-3.123614054
-72.64510126,-1.804518374
-72.70230223,-0.643714176
-72.7595032,0.464326195
-72.81670417,2.152768666
-72.87390513,3.788447309
-72.9311061,5.424125952
-72.98830707,6.848749286
-73.04550804,8.167844966
-73.10270901,9.697995955
-73.15990998,11.3336746
-73.21711095,12.81106176
-73.27431191,13.60251917
-73.33151288,14.02462979
-73.38871385,13.97186596
-73.44591482,13.70804682
-73.50311579,12.70553411
-73.56031676,10.54221719
-73.61751772,7.692970522
-73.67471869,4.421613235
-73.73191966,0.93920064
-73.78912063,-2.701503437
-73.8463216,-6.658790477
-73.90352257,-10.51054986
-73.96072354,-14.09849011
-74.0179245,-17.00050061
-74.07512547,-19.26934518
-74.13232644,-21.0633153
-74.18952741,-22.48793864
-74.24672838,-23.54321518
-74.30392935,-23.80703432
-74.36113032,-23.64874284
-74.41833128,-23.12110456
-74.47553225,-22.8045216
-74.53273322,-22.27688333
-74.58993419,-21.32713444
-74.64713516,-20.00803876
-74.70433613,-18.84723456
-74.76153709,-17.9502495
-74.81873806,-17.26431974
-74.87593903,-16.36733468
-74.93314,-14.88994752
-74.99034097,-13.83467098
-75.04754194,-12.83215826
-75.10474291,-11.9351732
-75.16194387,-10.72160517
-75.21914484,-9.033162701
-75.27634581,-7.186428749
-75.33354678,-5.339694797
-75.39074775,-3.545724672
-75.44794872,-1.224116275
-75.50514968,1.466838912
-75.56235065,4.52714089
-75.61955162,7.376387558
-75.67675259,9.909051264
-75.73395356,12.44171497
-75.79115453,14.81608719
-75.8483555,16.97940411
-75.90555646,18.14020831
-75.96275743,18.5095551
-76.0199584,18.03468065
-76.07715937,17.24322324
-76.13436034,16.24071053
-76.19156131,14.65779571
-76.24876227,12.60000645
-76.30596324,10.12010657
-76.36316421,8.062317312
-76.42036518,6.110055706
-76.47756615,4.210557926
-76.53476712,2.416587802
-76.59196809,0.464326195
-76.64916905,-1.065824794
-76.70637002,-2.173865165
-76.76357099,-3.176377882
-76.82077196,-4.389945907
-76.87797293,-5.867333069
-76.9351739,-7.133664922
-76.99237486,-8.399996774
-77.04957583,-9.508037146
-77.1067768,-11.03818813
-77.16397777,-12.7266306
-77.22117874,-14.4678369
-77.27837971,-15.83969641
-77.33558068,-16.7894453
-77.39278164,-18.05577715
-77.44998261,-19.21658135
-77.50718358,-20.32462172
-77.56438455,-20.85225999
-77.62158552,-21.01055148
-77.67878649,-20.95778765
-77.73598745,-20.64120468
-77.79318842,-19.95527493
-77.85038939,-18.5306516
-77.90759036,-16.42009851
-77.96479133,-13.83467098
-78.0219923,-11.3547711
-78.07919327,-8.66381591
-78.13639423,-5.972860723
-78.1935952,-2.965322573
-78.25079617,-0.063312077
-78.30799714,2.205532493
-78.36519811,4.157794099
-78.42239908,6.004528051
-78.47960004,7.587442867
-78.53680101,9.170357683
-78.59400198,10.1728704
-78.65120295,10.70050867
-78.70840392,11.12261929
-78.76560489,11.49196608
-78.82280586,11.86131287
-78.88000682,12.33618732
-78.93720779,12.44171497
-78.99440876,12.60000645
-79.05160973,12.96935324
-79.1088107,13.39146386
-79.16601167,13.76081065
-79.22321263,13.44422769
-79.2804136,12.81106176
-79.33761457,12.28342349
-79.39481554,11.54472991
-79.45201651,10.33116188
-79.50921748,8.642719411
-79.56641845,6.373874842
-79.62361941,4.316085581
-79.68082038,2.363823974
-79.73802135,0.464326195
-79.79522232,-1.962809856
-79.85242329,-4.759292698
-79.90962426,-7.503011712
-79.96682522,-9.824620109
-80.02402619,-11.88240937
-80.08122716,-13.99296246
-80.13842813,-15.89246024
-80.1956291,-17.15879209
-80.25283007,-17.68643036
-80.31003104,-17.58090271
-80.367232,-17.00050061
-80.42443297,-16.47286234
-80.48163394,-15.57587727
-80.53883491,-14.36230925
-80.59603588,-12.93768591
-80.65323685,-11.51306258
-80.71043782,-10.40502221
-80.76763878,-9.402509491
-80.82483975,-8.452760602
-80.88204072,-7.186428749
-80.93924169,-6.02562455
-80.99644266,-5.339694797
-81.05364363,-4.548237389
-81.11084459,-3.651252326
-81.16804556,-2.226628992
-81.22524653,-0.960297139
-81.2824475,0.56985385
-81.33964847,1.730658048
-81.39684944,3.260809037
-81.45405041,5.213070643
-81.51125137,7.112568422
-81.56845234,8.85377472
-81.62565331,10.01457892
-81.68285428,11.06985546
-81.74005525,12.01960435
-81.79725622,12.86382559
-81.85445718,13.0748809
-81.91165815,12.86382559
-81.96885912,12.28342349
-82.02606009,11.43920225
-82.08326106,10.80603633
-82.14046203,9.434176819
-82.197663,7.640206694
-82.25486396,5.424125952
-82.31206493,2.944226074
-82.3692659,0.833672986
-82.42646687,-1.69899072
-82.48366784,-4.020599117
-82.54086881,-6.658790477
-82.59806977,-8.347232947
-82.65527074,-9.719092454
-82.71247171,-10.45778604
-82.76967268,-11.19647962
-82.82687365,-11.82964554
-82.88407462,-12.25175616
-82.94127559,-12.46281147
-82.99847655,-12.30451999
-83.05567752,-12.83215826
-83.11287849,-13.35979653
-83.17007946,-13.8874348
-83.22728043,-14.09849011
-83.2844814,-14.30954542
-83.34168236,-14.62612838
-83.39888333,-14.99547517
-83.4560843,-15.31205814
-83.51328527,-15.10100283
-83.57048624,-14.52060073
-83.62768721,-13.72914332
-83.68488818,-12.77939443
-83.74208914,-11.77688172
-83.79929011,-10.08843924
-83.85649108,-8.188941466
-83.91369205,-6.02562455
-83.97089302,-4.178890598
-84.02809399,-2.279392819
-84.08529495,-0.432658867
-84.14249592,1.414075085
-84.19969689,3.313572864
-84.25689786,4.474377062
-84.31409883,5.371362125
-84.3712998,5.951764224
-84.42850077,6.532166323
-84.48570173,6.901513114
-84.5429027,7.007040768
-84.60010367,6.479402496
-84.65730464,5.582417434
-84.71450561,4.949251507
-84.77170658,4.210557926
-84.82890754,3.102517555
-84.88610851,1.677894221
-84.94330948,0.464326195
-85.00051045,-0.327131213
-85.05771142,-0.907533312
-85.11491239,-1.224116275
-85.17211336,-1.962809856
-85.22931432,-2.543211955
-85.28651529,-2.912558746
-85.34371626,-2.965322573
-85.40091723,-3.229141709
-85.4581182,-4.126126771
-85.51531917,-5.392458624
-85.57252013,-6.764318131
-85.6297211,-7.977886157
-85.68692207,-9.349745664
-85.74412304,-11.09095196
-85.80132401,-12.99044974
-85.85852498,-14.52060073
-85.91572595,-15.52311345
-85.97292691,-16.47286234
-86.03012788,-17.05326444
-86.08732885,-17.63366653
-86.14452982,-17.84472184
-86.20173079,-17.3698474
-86.25893176,-16.52562616
-86.31613272,-15.36482196
-86.37333369,-14.30954542
-86.43053466,-12.99044974
-86.48773563,-11.14371579
-86.5449366,-9.085926528
-86.60213757,-6.922609613
-86.65933854,-5.128639488
-86.7165395,-3.545724672
-86.77374047,-1.69899072
-86.83094144,0.200507059
-86.88814241,1.88894953
-86.94534338,3.155281382
-87.00254435,3.841211136
-87.05974532,4.474377062
-87.11694628,5.213070643
-87.17414725,5.84623657
-87.23134822,6.057291878
-87.28854919,5.84623657
-87.34575016,6.004528051
-87.40295113,6.426638669
-87.46015209,7.112568422
-87.51735306,7.587442867
-87.57455403,7.90402583
-87.631755,8.378900275
-87.68895597,9.170357683
-87.74615694,9.645232128
-87.80335791,9.697995955
-87.86055887,9.117593856
-87.91775984,8.167844966
-87.97496081,6.954276941
-88.03216178,5.687945088
-88.08936275,3.788447309
-88.14656372,1.414075085
-88.20376468,-1.224116275
-88.26096565,-3.440197018
-88.31816662,-5.075875661
-88.37536759,-6.922609613
-88.43256856,-8.452760602
-88.48976953,-9.98291159
-88.5469705,-10.82713283
-88.60417146,-11.19647962
-88.66137243,-11.24924344
-88.7185734,-11.3547711
-88.77577437,-11.46029875
-88.83297534,-11.24924344
-88.89017631,-10.45778604
-88.94737727,-9.402509491
-89.00457824,-8.452760602
-89.06177921,-7.766830848
-89.11898018,-6.97537344
-89.17618115,-5.920096896
-89.23338212,-4.601001216
-89.29058309,-3.862307635
-89.34778405,-3.334669363
-89.40498502,-3.334669363
-89.46218599,-3.0180864
-89.51938696,-2.701503437
-89.57658793,-2.543211955
-89.6337889,-2.490448128
-89.69098986,-2.490448128
-89.74819083,-1.857282202
-89.8053918,-0.960297139
-89.86259277,0.411562368
-89.91979374,1.572366566
-89.97699471,2.680406938
-90.03419568,4.052266445
-90.09139664,5.793472742
-90.14859761,7.376387558
-90.20579858,8.431664102
-90.26299955,8.959302374
-90.32020052,9.328649165
-90.37740149,9.592468301
-90.43460245,9.592468301
-90.49180342,8.801010893
-90.54900439,7.640206694
-90.60620536,6.162819533
-90.66340633,5.002015334
-90.7206073,3.577392
-90.77780827,1.941713357
-90.83500923,-0.116075904
-90.8922102,-2.015573683
-90.94941117,-3.334669363
-91.00661214,-4.389945907
-91.06381311,-5.445222451
-91.12101408,-6.817081958
-91.17821504,-7.819594675
-91.23541601,-8.505524429
-91.29261698,-8.558288256
-91.34981795,-8.505524429
-91.40701892,-8.874871219
-91.46421989,-8.980398874
-91.52142086,-9.033162701
-91.57862182,-8.66381591
-91.63582279,-8.399996774
-91.69302376,-8.66381591
-91.75022473,-9.24421801
-91.8074257,-9.98291159
-91.86462667,-10.35225838
-91.92182763,-10.72160517
-91.9790286,-11.46029875
-92.03622957,-12.19899233
-92.09343054,-12.35728381
-92.15063151,-11.77688172
-92.20783248,-10.82713283
-92.26503345,-9.455273318
-92.32223441,-8.399996774
-92.37943538,-6.764318131
-92.43663635,-4.812056525
-92.49383732,-2.543211955
-92.55103829,-0.854769485
-92.60823926,0.517090022
-92.66544022,1.730658048
-92.72264119,2.733170765
-92.77984216,3.999502618
-92.83704313,4.738196198
-92.8942441,4.949251507
-92.95144507,4.579904717
-93.00864604,4.368849408
-93.065847,4.210557926
-93.12304797,3.682919654
-93.18024894,2.733170765
-93.23744991,1.466838912
-93.29465088,0.464326195
-93.35185185,-0.221603558
-93.40905282,-0.538186522
-93.46625378,-1.276880102
-93.52345475,-1.962809856
-93.58065572,-2.384920474
-93.63785669,-2.437684301
-93.69505766,-2.06833751
-93.75225863,-2.06833751
-93.80945959,-2.332156646
-93.86666056,-2.543211955
-93.92386153,-2.595975782
-93.9810625,-2.64873961
-94.03826347,-3.492960845
-94.09546444,-4.864820352
-94.15266541,-6.764318131
-94.20986637,-8.399996774
-94.26706734,-9.824620109
-94.32426831,-11.09095196
-94.38146928,-12.62110295
-94.43867025,-13.99296246
-94.49587122,-14.57336456
-94.55307218,-14.67889221
-94.61027315,-14.25678159
-94.66747412,-13.94019863
-94.72467509,-13.51808801
-94.78187606,-12.62110295
-94.83907703,-10.98542431
-94.896278,-9.191454182
-94.95347896,-7.608539366
-95.01067993,-6.289443686
-95.0678809,-4.812056525
-95.12508187,-3.123614054
-95.18228284,-1.382407757
-95.23948381,-0.485422694
-95.29668477,-0.116075904
-95.35388574,0.042215578
-95.41108671,0.56985385
-95.46828768,0.780909158
-95.52548865,0.886436813
-95.58268962,0.56985385
-95.63989059,0.094979405
-95.69709155,0.094979405
-95.75429252,0.306034714
-95.81149349,0.411562368
-95.86869446,0.042215578
-95.92589543,-0.01054825
-95.9830964,-0.063312077
-96.04029736,0.464326195
-96.09749833,1.044728294
-96.1546993,1.361311258
-96.21190027,1.572366566
-96.26910124,1.836185702
-96.32630221,2.522115456
-96.38350318,2.680406938
-96.44070414,2.469351629
-96.49790511,1.361311258
-96.55510608,0.042215578
-96.61230705,-1.171352448
-96.66950802,-2.543211955
-96.72670899,-4.33718208
-96.78390995,-6.447735168
-96.84111092,-8.29446912
-96.89831189,-9.402509491
-96.95551286,-10.1939669
-97.01271383,-10.66884134
-97.0699148,-11.40753492
-97.12711577,-11.77688172
-97.18431673,-11.46029875
-97.2415177,-10.56331369
-97.29871867,-9.560800973
-97.35591964,-8.927635046
-97.41312061,-8.347232947
-97.47032158,-7.450247885
-97.52752254,-6.236679859
-97.58472351,-5.339694797
-97.64192448,-4.812056525
-97.69912545,-4.601001216
-97.75632642,-4.33718208
-97.81352739,-3.598488499
-97.87072836,-3.281905536
-97.92792932,-3.070850227
-97.98513029,-3.229141709
-98.04233126,-3.281905536
-98.09953223,-2.701503437
-98.1567332,-1.910046029
-98.21393417,-1.382407757
-98.27113513,-0.854769485
-98.3283361,0.147743232
-98.38553707,1.783421875
-98.44273804,3.419100518
-98.49993901,5.160306816
-98.55713998,6.321111014
-98.61434095,7.323623731
-98.67154191,8.589955584
-98.72874288,9.80352361
-98.78594385,10.1728704
-98.84314482,9.909051264
-98.90034579,9.275885338
-98.95754676,8.009553485
-99.01474772,7.323623731
-99.07194869,5.899000397
-99.12914966,4.052266445
-99.18635063,1.783421875
-99.2435516,0.147743232
-99.30075257,-1.171352448
-99.35795354,-2.121101338
-99.4151545,-3.070850227
-99.47235547,-4.33718208
-99.52955644,-4.864820352
-99.58675741,-4.864820352
-99.64395838,-4.864820352
-99.70115935,-5.075875661
-99.75836032,-5.603513933
-99.81556128,-6.183916032
-99.87276225,-6.500498995
-99.92996322,-6.500498995
-99.98716419,-6.97537344
-100.0443652,-7.766830848
-100.1015661,-8.241705293
-100.1587671,-8.505524429
-100.2159681,-8.399996774
-100.273169,-8.558288256
-100.33037,-9.138690355
-100.387571,-9.666328627
-100.4447719,-10.08843924
-100.5019729,-10.03567542
-100.5591739,-10.08843924
-100.6163748,-10.08843924
-100.6735758,-9.930147763
-100.7307768,-9.138690355
-100.7879777,-7.661303194
-100.8451787,-5.761805414
-100.9023797,-3.915071462
-100.9595807,-2.437684301
-101.0167816,-0.74924183
-101.0739826,1.097492122
-101.1311836,2.838698419
-101.1883845,3.788447309
-101.2455855,4.157794099
-101.3027865,4.210557926
-101.3599874,4.105030272
-101.4171884,4.105030272
-101.4743894,3.524628173
-101.5315903,2.574879283
-101.5887913,1.414075085
-101.6459923,0.833672986
-101.7031932,0.517090022
-101.7603942,0.094979405
-101.8175952,-0.327131213
-101.8747961,-0.802005658
-101.9319971,-0.696478003
-101.9891981,-0.327131213
-102.0463991,-0.116075904
-102.1036,-0.37989504
-102.160801,-0.643714176
-102.218002,-0.854769485
-102.2752029,-0.854769485
-102.3324039,-0.907533312
-102.3896049,-1.593463066
